feature,xgb_gain,lgb_gain,iv,combined
PROP_DEBIT_TXNS_LT_100_LAST_3_WEEK,0.007467284853764773,0.05970149253731343,0.011727464117706901,0.03139869623775588
RATIO_DEBIT_COUNT_UPI_LATEST_VS_OLD,0.007774501645850816,0.05970149253731343,0.008762513389453807,0.03124044872136929
DELTA__MAX_DEBIT_AMOUNT_LAST_1_WEEK_vs_2_WEEK,0.008208185488464774,0.05970149253731343,0.00572523283133983,0.031131878394734178
RATIO__NUM_READABLE_SMS_LAST_1_2_DAY_vs_1_WEEK,0.007613181523019873,0.05970149253731343,0.008247070918852023,0.03111631041903519
TENURE_MONTHS,0.01772301307154673,0.04477611940298507,0.029166512238183402,0.031041260837357653
RATIO_OF_MAX_DUE_AMOUNT_1WEEK_TO_3WEEK,0.008762698772027774,0.05970149253731343,0.0018910378602287837,0.030997989875226423
NUM_BOD_DPD_1_3_LOANS_1_TO_7_D,0.01112786604329106,0.04477611940298507,0.05506020320569067,0.030662813771393328
MIN_CDT_AMT_LAST_1_2_DAY,0.005599869960142627,0.05970149253731343,0.007776791125936995,0.030163292236448924
TOTAL_AVAILABLE_BALANCE_LAST_3_WEEK,0.01894524344116437,0.04477611940298507,0.014872640150642508,0.0301618772949315
AVG_AVAILABLE_BALANCE_8_TO_15_D,0.00557191242198572,0.05970149253731343,0.007243514346503364,0.030097383666334958
RATIO__NUM_NACH_BOUNCES_LAST_1_WEEK_vs_4_WEEK,0.02177767747164847,0.04477611940298507,0.0010353395907780523,0.030052742552662902
EDI_AMOUNT,0.01636324459801089,0.04477611940298507,0.021980067395133338,0.02971072053996152
RATIO__NUM_TOTAL_SMS_LAST_1_WEEK_vs_2_WEEK,0.0027735354995683803,0.05970149253731343,0.013437876085895825,0.0294575502251864
RATIO__TOTAL_CREDIT_AMOUNT_LAST_1_WEEK_vs_4_WEEK,0.01533905502282863,0.04477611940298507,0.018643839391556484,0.028916212430771818
NUM_LOAN_EMI_OVERDUE_LAST_2_WEEK,0.017232719800838382,0.04477611940298507,0.006612855232927004,0.028565263165013257
RATIO__NUM_CUSTOMERKHATAONGAVECLICKED_8_TO_15_D_vs_16_TO_30_D,0.0,0.05970149253731343,0.016117520767767957,0.02847742371856784
DELTA__AVG_DEBIT_AMOUNT_1_TO_7_D_vs_16_TO_30_D,0.0,0.05970149253731343,0.014648995468488586,0.028330571188639905
LOAN_WA_COMM_CNT_LAST_3_4_DAY,0.011569897160969064,0.04477611940298507,0.026355126659448596,0.02799122011972422
RATIO__NUM_DEBIT_TXNS_GT_10000_LAST_1_WEEK_vs_4_WEEK,0.0,0.05970149253731343,0.009733816551776665,0.027839053296968713
MIN_DEBIT_AMOUNT_LAST_1_2_DAY,0.01493326003587838,0.04477611940298507,0.008718625990690197,0.027741083346557577
RATIO__AVG_AVAILABLE_BALANCE_LAST_1_WEEK_vs_4_WEEK,0.0,0.05970149253731343,0.0075805597195931,0.027623727613750353
DELTA__RATIO_TOTAL_DEBIT_CREDIT_COUNT_UPI_LAST_1_WEEK_vs_4_WEEK,0.0,0.05970149253731343,0.005395551113511555,0.0274052267531422
RATIO__MIN_DEBIT_AMOUNT_LAST_1_WEEK_vs_2_WEEK,0.0,0.05970149253731343,0.004293473424706962,0.027295018984261742
RATIO_OF_MAX_DUE_AMOUNT_1WEEK_TO_4WEEK,0.0153200751333035,0.04477611940298507,0.001847175184266239,0.027228005059756484
DELTA__APP_OPEN_RATIO_LAST_1_WEEK_vs_4_WEEK,0.0,0.05970149253731343,0.003125008375581667,0.02717817247934921
RATIO__LOAN_EXPLORED_CNT_LAST_1_WEEK_vs_3_WEEK,0.014137581819854694,0.04477611940298507,0.005434359827273163,0.027054601533005214
DELTA__NUM_DEBIT_TXNS_GT_10000_CC_LAST_1_2_DAY_vs_1_WEEK,0.0,0.05970149253731343,0.0016868020520365281,0.027034351846994698
MIN_TOTAL_DUE_AMOUNT_CC_LAST_4_WEEK,0.014140808956179049,0.04477611940298507,0.004315406175595224,0.02694415837918338
TOTAL_CREDIT_AMOUNT_BANK_TRANSFER_LAST_1_WEEK,0.011770033241875099,0.04477611940298507,0.014811786327537439,0.026926947322940823
RATIO__NUM_DEBIT_TXNS_1_TO_7_D_vs_8_TO_15_D,0.012314023050281276,0.04477611940298507,0.010677029804188234,0.026758267084388682
MIN_DUE_AMOUNT_3WEEK,0.014042125385434862,0.04477611940298507,0.002475048887468196,0.02671571504353579
NUM_DEBIT_TXNS_GT_10000_LAST_12_14_DAY,0.012783206333319202,0.04477611940298507,0.005736178540078545,0.02647531443534478
UNPAID_AMOUNT,0.009398480380456303,0.04477611940298507,0.019157419077713896,0.026294311810320013
MAX_CDT_AMT_LAST_7_8_DAY,0.011015181593350746,0.04477611940298507,0.01181703749479208,0.026287789197830327
RATIO_TOTAL_DEBIT_CREDIT_AMOUNT_LAST_12_14_DAY,0.011802796672843901,0.04477611940298507,0.005854946799928744,0.02604600691411591
TOTAL_OVERDUE_AMOUNT_12TO14D,0.012817583332450182,0.04477611940298507,0.0,0.025917166230945865
RATIO__NUM_NO_CALL_ALLOCATED_LOANS_1_TO_7_D_vs_8_TO_15_D,0.027367681615028068,0.029850746268656716,0.001527626880931439,0.025901055235751296
MAX_DEBIT_AMOUNT_LAST_12_14_DAY,0.010162691665177354,0.04477611940298507,0.011762208181896232,0.025898685798862713
AGE_ON_APP,0.012040428690757079,0.04477611940298507,0.003304679728269567,0.025897914615010925
AVG_AVAILABLE_BALANCE_LAST_1_WEEK,0.01020792049823402,0.04477611940298507,0.011487885905507079,0.0258916065460993
DB_CR_RATIO_LAST_1_WEEK,0.009956934910101729,0.04477611940298507,0.011292078780169912,0.025759082318906053
DELTA__RATIO_NUM_DEBIT_CREDIT_TXNS_LAST_1_2_DAY_vs_1_WEEK,0.01234690973339541,0.04477611940298507,0.0,0.02570536311137122
RATIO__APP_OPEN_DAYS_LAST_1_2_DAY_vs_1_WEEK,0.012326241007222403,0.04477611940298507,0.0,0.025696062184593367
DELTA__NUM_PAID_20PER_DAYS_8_TO_15_D_vs_16_TO_30_D,0.012325631332488238,0.04477611940298507,0.0,0.02569578783096299
MIN_DEBIT_AMOUNT_LAST_4_WEEK,0.010771847987645852,0.04477611940298507,0.00653179472917202,0.025649764798701118
TOTAL_CREDIT_AMOUNT_BANK_TRANSFER_LAST_1_2_DAY,0.009497476315416142,0.04477611940298507,0.012162235227957266,0.025639341596076275
DELTA__MAX_AVAILABLE_BALANCE_LAST_2_WEEK_vs_4_WEEK,0.01203986888139469,0.04477611940298507,0.0,0.025567194727970893
DELTA__RATIO_TOTAL_DEBIT_CREDIT_AMOUNT_LAST_1_WEEK_vs_2_WEEK,0.011915194161682487,0.04477611940298507,0.0,0.0255110911041004
MIN_DEBIT_AMOUNT_LAST_1_WEEK,0.010309734297127225,0.04477611940298507,0.007109932824835345,0.025499627447534066
TOTAL_CREDIT_AMOUNT_CC_LAST_3_WEEK,0.010613118041579035,0.04477611940298507,0.005644540785718246,0.025489610928625676
RATIO__NUM_AVAILABLE_BALANCE_LAST_1_WEEK_vs_4_WEEK,0.011663189626425043,0.04477611940298507,0.0,0.025397689063234554
RATIO__NUM_LOAN_EMI_OVERDUE_LAST_2_WEEK_vs_4_WEEK,0.011607642424835083,0.04477611940298507,0.0,0.02537269282251907
DELTA__RATIO_NUM_DEBIT_CREDIT_TXNS_LAST_2_WEEK_vs_4_WEEK,0.011553972231107249,0.04477611940298507,0.0,0.025348541235341547
RATIO__TOTAL_OVERDUE_AMOUNT_8_TO_15_D_vs_16_TO_30_D,0.011448720544129733,0.04477611940298507,0.0,0.025301177976201662
MIN_DEBIT_AMOUNT_LAST_12_14_DAY,0.010094165354084634,0.04477611940298507,0.005962219628311084,0.025287850103512477
DELTA__NUM_CREDIT_TXNS_100_500_LAST_2_WEEK_vs_4_WEEK,0.011415498916254235,0.04477611940298507,0.0,0.02528622824365769
MIN_CDT_AMT_LAST_5_6_DAY,0.008886917176545425,0.04477611940298507,0.010652456128234365,0.02521361207361216
MIN_CDT_AMT_LAST_3_4_DAY,0.008639688426705596,0.04477611940298507,0.010998575362544729,0.025136971059615276
RATIO__NUM_DEBIT_TXNS_LAST_1_2_DAY_vs_1_WEEK,0.010860217894137103,0.04477611940298507,0.0,0.02503635178370498
